wordCount,uniqueWords,numberOfRepeatedWords,ratioOfTotalWordsToUnique,DiffLemmas,DiffPOS,bigramsEntropy,trigramsEntropy,averageSetWordLength,WordsRhymes,RatioOfPOStoWords,readabilityMeasure,NumberOfUniqueWordsby1/freq,AvgUniqueness,percentageOfRepeatedWords,theUniquenessLvlOfTheRepeatedSongs,semantic_similarity,average_word_frequency,avg_word_similarity_hebrew,avg_word_similarity_english,word_similarity_large,MappedStyle
173,77,96,0.445086705,71,10,6.4108774,6.692020351,3.935064935,73,0.057803468,81.145,8,1401391.818,4.624277457,10307.161,0.6649069,0.004339295,0.304003626,0.345289052,0.87700063,5
188,102,86,0.542553191,91,10,7.009767572,7.178628435,4.156862745,188,0.053191489,107.265,12,552641.118,4.787234043,11778.039,0.6449771,0.001924063,0.404805928,0.302172989,0.869549,5
162,93,69,0.574074074,88,10,6.507453975,6.633096849,4.247311828,189,0.061728395,9.475,22,1483261.623,6.790123457,2856797.011,0.63846385,0.00173925,0.304664403,0.292420954,0.8635854,5
65,36,29,0.553846154,35,8,5.3125,5.405851352,4.388888889,26,0.123076923,23.13,10,347131.448,1.538461538,83333.333,0.4329723,0.00040271,0.412352622,0.510664999,0.8598919,5
106,65,41,0.613207547,58,9,6.106869922,6.378230343,4.046153846,71,0.08490566,54.835,1,67292.338,3.773584906,32539.685,0.6756952,0.001738532,0.408749282,0.344801903,0.8658833,5
104,53,51,0.509615385,50,7,5.96072492,6.084190048,3.981132075,98,0.067307692,51.315,3,147774.624,2.884615385,775.262,0.7313059,0.002462757,0.41620791,0.365159601,0.8762789,5
53,41,12,0.773584906,41,6,5.431208949,5.476346911,4.146341463,21,0.113207547,33.975,8,678061.817,0,0,0.67793345,0.001143365,0.429939449,0.379652917,0.8633158,5
155,106,49,0.683870968,99,8,6.897994414,6.943406797,4.169811321,202,0.051612903,5.725,7,440107.316,0.64516129,436.681,0.63913697,0.00168438,0.303251326,0.339725494,0.8624111,5
135,105,30,0.777777778,98,10,6.748706168,6.825738638,4.657142857,176,0.074074074,18.135,13,771519.912,1.481481481,2466.309,0.46625254,0.001083204,0.293188393,0.294043481,0.8576579,5
53,41,12,0.773584906,37,6,5.39274741,5.397915538,4.146341463,33,0.113207547,38.61,9,2903910.293,1.886792453,5882.353,0.7498086,0.000365084,0.331927955,0.368202806,0.8584015,5
116,85,31,0.732758621,78,9,6.758533529,6.797802295,4.105882353,126,0.077586207,63.97,14,543950.379,0,0,0.711735,0.002334938,0.466319501,0.368782699,0.86771387,5
176,124,52,0.704545455,107,12,6.901754095,7.002787281,4.314516129,136,0.068181818,102.22,7,304319.223,1.704545455,6292.936,0.6283797,0.001787175,0.314104021,0.307717711,0.86744356,5
57,45,12,0.789473684,43,8,5.651017645,5.708632441,4.488888889,120,0.140350877,27.52,4,519769.442,0,0,0.74453676,0.002778144,0.33849743,0.332149059,0.85950196,5
136,99,37,0.727941176,90,12,6.647185967,6.707880235,4.171717172,73,0.088235294,70.535,12,739210.91,0.735294118,70.922,0.672801,0.001864444,0.382868886,0.297699928,0.8620878,5
122,90,32,0.737704918,77,10,6.612916543,6.688018408,4.388888889,122,0.081967213,4.73,8,639158.868,0.819672131,70.922,0.6473071,0.001514486,0.291418523,0.339829415,0.8634641,5
71,36,35,0.507042254,35,6,5.339508552,5.67701087,4.472222222,111,0.084507042,47.3,14,1558488.525,4.225352113,80007.67,0.6267885,0.002556112,0.413552701,0.402588457,0.86573344,5
79,72,7,0.911392405,65,7,6.285402219,6.266786541,3.861111111,47,0.088607595,45.67,2,696981.566,0,0,0.682616,0.001497578,0.441558272,0.374970406,0.8613302,5
6,6,0,1,6,4,2.321928095,2,4.666666667,0,0.666666667,4.25,2,6953649.352,0,0,0.8210713,0.000291565,0.501512051,0.494058907,0.8468493,5
241,177,64,0.734439834,157,12,7.806890596,7.8171848,4.039548023,293,0.049792531,35.735,11,166371.88,0.829875519,101.337,0.628959,0.00193304,0.320664972,0.310383081,0.86445403,5
197,141,56,0.715736041,118,10,7.410628211,7.45348416,4.021276596,285,0.050761421,10.39,44,3188128.563,0.507614213,574.713,0.70056105,0.001161081,0.310045838,0.341733247,0.856572,5
175,115,60,0.657142857,108,10,7.096370148,7.159779239,4.173913043,239,0.057142857,100.635,9,201415.947,2.285714286,1389.156,0.67901134,0.001853011,0.288093716,0.335459322,0.86112374,5
180,89,91,0.494444444,80,9,6.690031965,6.818049429,4.191011236,155,0.05,9.34,4,255393.315,5.555555556,5511.028,0.45406932,0.002911753,0.354356647,0.323706597,0.8672056,5
57,54,3,0.947368421,51,10,5.807354922,5.781359714,3.981481481,20,0.175438596,13.965,14,1253515.583,0,0,0.76719874,0.001375242,0.398245722,0.418761194,0.8572163,5
93,59,34,0.634408602,57,9,5.876291575,5.949618953,4.237288136,116,0.096774194,49.175,14,1081720.31,0,0,0.6298381,0.001756433,0.395786434,0.3606655,0.85828733,5
51,45,6,0.882352941,44,6,5.56385619,5.573893518,4.288888889,15,0.117647059,30.48,6,524129.767,0,0,0.75318927,0.000488638,0.332098216,0.42677781,0.8582846,5
123,98,25,0.796747967,90,8,6.721640821,6.763864167,4.255102041,162,0.06504065,68.92,9,663877.563,0,0,0.68181914,0.001520808,0.311966717,0.305675328,0.8628056,5
152,100,52,0.657894737,95,10,6.788073613,6.86881869,4.22,182,0.065789474,6.145,10,514474.396,0.657894737,436.681,0.6472367,0.001501861,0.369055837,0.338505328,0.863171,5
128,76,52,0.59375,72,10,6.52782386,6.629863753,3.986842105,56,0.078125,14.55,5,641078.059,1.5625,90.386,0.44072658,0.003003536,0.433210552,0.369996279,0.8728026,5
239,177,62,0.740585774,161,10,7.573101692,7.611048998,4.423728814,358,0.041841004,145.955,20,601518.396,1.673640167,15267.881,0.60105866,0.001432938,0.303700656,0.322621435,0.85704064,5
93,76,17,0.817204301,74,10,6.371388043,6.463838596,4.184210526,29,0.107526882,8.815,5,337462.717,1.075268817,4784.689,0.5596655,0.001148262,0.394476175,0.400900483,0.8625173,5
63,60,3,0.952380952,57,8,5.95419631,5.930737338,4.333333333,41,0.126984127,37.43,7,554929.867,0,0,0.78330857,0.001747906,0.409891248,0.385837704,0.8584371,5
290,202,88,0.696551724,162,12,8.062937696,8.156036113,4.282178218,460,0.04137931,11.405,18,894123.607,2.75862069,3608192.698,0.5673006,0.002446257,0.293729454,0.306910574,0.8691751,5
105,87,18,0.828571429,85,8,6.597027338,6.686500527,4.390804598,94,0.076190476,56.09,12,1297793.629,0,0,0.70489514,0.001475067,0.407448053,0.341570556,0.85648733,5
134,95,39,0.708955224,89,10,6.713103676,6.781099517,4.431578947,258,0.074626866,78.41,8,600661.083,0.746268657,436.681,0.68757623,0.001851062,0.297597378,0.330662429,0.8641011,5
90,64,26,0.711111111,58,8,6.166634835,6.345795255,3.9375,73,0.088888889,51.45,4,140041.655,2.222222222,111787.405,0.66991174,0.001772505,0.389474154,0.375347435,0.8630724,5
114,88,26,0.771929825,79,11,6.618808277,6.718069208,4.113636364,81,0.096491228,61.955,7,230592.117,0,0,0.6894202,0.001512442,0.457465619,0.33638525,0.8756564,5
42,32,10,0.761904762,30,8,5.211210541,5.271928095,3.4375,7,0.19047619,15.99,5,2651984.503,2.380952381,147.929,0.73213154,0.002001905,0.380054951,0.405388176,0.8709763,5
103,76,27,0.737864078,69,9,6.402721665,6.492321507,4.289473684,131,0.087378641,6.01,2,832733.465,0,0,0.61044943,0.001511498,0.368132561,0.341913581,0.86168003,5
111,76,35,0.684684685,69,9,6.472268804,6.548000839,4.092105263,52,0.081081081,32.85,12,1600636.442,1.801801802,269.608,0.72644585,0.002185387,0.408507079,0.36577636,0.86016506,5
95,84,11,0.884210526,81,12,6.554588852,6.539158811,4.404761905,60,0.126315789,57.445,7,1740722.856,1.052631579,49.02,0.7524473,0.002086354,0.389278859,0.340529799,0.856352,5
111,92,19,0.828828829,82,10,6.726814259,6.749835701,4.032608696,176,0.09009009,67.55,11,1235105.807,1.801801802,171.709,0.72642565,0.002460052,0.453903019,0.39068678,0.8679929,5
24,15,9,0.625,15,4,4.142914673,4.368522528,3.333333333,2,0.166666667,10.15,0,6864.824,0,0,0.7109646,0.002935612,0.552707911,0.490410715,0.88189274,5
82,70,12,0.853658537,70,11,6.315158645,6.321928095,4.042857143,18,0.134146341,45.425,11,4309395.726,1.219512195,49.02,0.75918883,0.002951711,0.431386054,0.364410818,0.86068636,5
188,111,77,0.590425532,93,10,7.105027131,7.250934938,3.801801802,219,0.053191489,4.72,4,379685.346,3.191489362,928.084,0.65243363,0.001966281,0.421170264,0.333221465,0.87668747,5
112,53,59,0.473214286,51,8,5.77586947,5.912733577,3.962264151,24,0.071428571,67.005,5,131791.03,2.678571429,191.209,0.644513,0.002591392,0.420814514,0.322037131,0.8722894,5
175,124,51,0.708571429,113,11,6.994218208,7.022354745,4.387096774,360,0.062857143,8.3,21,1889456.992,1.142857143,66.325,0.5918437,0.001721433,0.400909573,0.298149496,0.8569006,5
76,56,20,0.736842105,55,9,5.935485357,6.020264176,3.803571429,26,0.118421053,37.805,6,1045636.712,1.315789474,49.02,0.65970033,0.003177578,0.46515891,0.359489292,0.86647844,5
210,163,47,0.776190476,143,14,7.468124682,7.575439718,3.754601227,301,0.066666667,18.335,38,3194596.407,2.380952381,8350210.441,0.6075715,0.000593347,0.320158273,0.363690823,0.8575544,5
110,89,21,0.809090909,85,10,6.713138453,6.717850465,4.168539326,63,0.090909091,54.63,8,461790.175,1.818181818,2318.566,0.70860666,0.002092839,0.415205449,0.303684741,0.85912204,5
119,95,24,0.798319328,88,10,6.831795592,6.853270702,4.305263158,65,0.084033613,5.015,7,203945.83,2.521008403,130.813,0.5188846,0.002630752,0.295799613,0.332204103,0.8622848,5
24,20,4,0.833333333,20,3,4.436605434,4.459431619,4.4,12,0.125,15.445,4,454359.64,0,0,0.7214941,0.00069607,0.421321034,0.473104775,0.85555035,5
82,70,12,0.853658537,67,8,6.315158645,6.321928095,4.2,43,0.097560976,48.015,7,1947402.885,1.219512195,281.69,0.72447246,0.001714723,0.372822076,0.380877703,0.8608469,5
81,60,21,0.740740741,54,11,6.121928095,6.253147837,4.316666667,62,0.135802469,46.24,8,1204854.617,2.469135802,15217.597,0.6482417,0.001357914,0.424794704,0.356774509,0.86498773,5
195,123,72,0.630769231,116,10,7.060900342,7.124561895,4.056910569,179,0.051282051,15.585,5,232014.701,1.538461538,362.805,0.5028156,0.002048236,0.371589601,0.308940172,0.8640635,5
193,151,42,0.78238342,138,12,7.407879167,7.430831969,4.317880795,214,0.062176166,15.605,17,1483156.364,1.03626943,107.429,0.6412587,0.00205308,0.283710182,0.310748547,0.86051285,5
226,170,56,0.752212389,148,11,7.778225636,7.807354922,4.076470588,220,0.048672566,11.46,11,280879.542,1.769911504,160.924,0.66268325,0.002233482,0.349679708,0.327556193,0.86977977,5
152,125,27,0.822368421,118,10,7.161519703,7.22881869,4.376,240,0.065789474,13.02,16,2069594.872,1.315789474,507225.434,0.707929,0.001473431,0.303889543,0.347222328,0.86065835,5
151,91,60,0.602649007,87,12,6.66881869,6.735947044,4.065934066,78,0.079470199,3.535,6,230634.335,1.324503311,2530.864,0.5778548,0.002129258,0.398760468,0.353323221,0.868515,5
119,70,49,0.588235294,66,9,6.121842731,6.310452113,4.414285714,139,0.075630252,10.67,4,194451.666,4.201680672,758.303,0.6245076,0.001976241,0.373428077,0.341657311,0.8703344,5
82,65,17,0.792682927,59,9,6.068245065,6.121928095,4.307692308,61,0.109756098,49.1,10,1765590.356,1.219512195,61.728,0.75117636,0.002145667,0.387019545,0.335280985,0.86032474,5
48,15,33,0.3125,11,5,3.921506139,4.028890489,4.733333333,54,0.104166667,6.8,3,914659.286,2.083333333,54945.055,0.56279176,0.000680313,0.524360597,0.453643292,0.8696325,5
37,27,10,0.72972973,26,6,4.892147224,4.957854446,4.111111111,6,0.162162162,4.25,2,162342.472,2.702702703,869565.217,0.7195191,0.000938796,0.461620957,0.415695041,0.8595055,5
325,223,102,0.686153846,188,11,7.96677246,8.099947004,4.224215247,415,0.033846154,7.875,16,479681.172,3.076923077,48111.886,0.5702835,0.001787707,0.300714314,0.290809244,0.8599979,5
194,143,51,0.737113402,125,12,7.519918177,7.543295834,4.188811189,211,0.06185567,105.6,7,156699.965,0.515463918,61.728,0.67137575,0.002075484,0.443788528,0.357195228,0.87208897,4
93,53,40,0.569892473,51,8,5.781554755,5.884114558,3.79245283,71,0.086021505,47.86,6,380705.208,2.150537634,2650.184,0.75205123,0.001131777,0.439495444,0.326694667,0.86956495,4
64,46,18,0.71875,45,7,5.838313455,5.889680181,3.913043478,23,0.109375,35.05,2,88284.513,1.5625,147.929,0.7298182,0.002254009,0.521719217,0.466492802,0.87343717,4
85,67,18,0.788235294,63,8,6.201841232,6.32684666,3.895522388,29,0.094117647,47.45,9,639988.747,1.176470588,7407.407,0.79139876,0.001231449,0.492904037,0.383854449,0.86882573,4
109,73,36,0.669724771,68,8,6.470120025,6.573242687,3.712328767,58,0.073394495,3.925,3,215023.997,0,0,0.64442647,0.001953678,0.43939817,0.368006676,0.8736996,4
86,67,19,0.779069767,62,9,6.315273289,6.368507899,3.880597015,43,0.104651163,55.17,4,154250.875,0,0,0.7246473,0.001674886,0.449455559,0.354601085,0.86780363,4
114,76,38,0.666666667,64,9,6.559030511,6.718069208,3.671052632,50,0.078947368,14.98,2,43486.87,0,0,0.6443556,0.002325286,0.457972795,0.395954549,0.8747983,4
114,81,33,0.710526316,68,10,6.689604737,6.753783493,3.975308642,105,0.087719298,64.415,5,419023.477,0.877192982,49.02,0.73351383,0.003053208,0.455447793,0.370822936,0.87030965,4
82,73,9,0.890243902,67,9,6.265775929,6.271928095,4,31,0.109756098,47.45,7,896882.709,0,0,0.73720837,0.002069736,0.530167043,0.334973514,0.86593467,4
84,55,29,0.654761905,49,10,6.278653889,6.333161761,3.981818182,60,0.119047619,43.51,4,1162392.551,2.380952381,543.894,0.6828524,0.001758188,0.459894031,0.409355402,0.87375104,4
104,71,33,0.682692308,62,9,6.511743246,6.593993969,4.042253521,97,0.086538462,56.23,4,184717.166,0.961538462,49.02,0.66161335,0.00288656,0.438349217,0.338592291,0.8692222,4
84,59,25,0.702380952,50,9,5.877639281,5.936462675,4.169491525,128,0.107142857,54,4,156153.15,0,0,0.582734,0.000599742,0.417634428,0.364268214,0.86228424,4
140,95,45,0.678571429,84,9,6.897682889,7.007075181,3.8,146,0.064285714,11.805,6,141104.888,0,0,0.69426644,0.001722486,0.342967182,0.376944512,0.8725032,4
71,45,26,0.633802817,36,7,5.843568731,5.992582428,4.288888889,71,0.098591549,40.155,3,119421.213,2.816901408,12315.876,0.73848784,0.002207957,0.426382065,0.342597872,0.8741109,4
77,54,23,0.701298701,48,7,6.037401198,6.14881869,3.777777778,23,0.090909091,18.25,4,1452118.392,0,0,0.62659985,0.000826415,0.500341058,0.401006669,0.8700112,4
107,85,22,0.794392523,71,8,6.614712907,6.67615028,4.517647059,169,0.074766355,9.82,15,1670969.717,0.934579439,574.713,0.6607902,0.001425174,0.418512136,0.373419732,0.8604327,4
137,92,45,0.671532847,76,10,6.866874606,6.928667449,4,164,0.072992701,57.485,4,113024.779,2.189781022,1529.407,0.74903405,0.002667798,0.415189087,0.324409992,0.87859523,4
126,98,28,0.777777778,88,10,6.933784285,6.95419631,3.948979592,131,0.079365079,68.515,6,437070.41,0,0,0.69583404,0.002026829,0.472132355,0.365019858,0.8708574,4
105,66,39,0.628571429,58,8,6.284245367,6.351264362,3.939393939,78,0.076190476,58.02,2,62310.695,1.904761905,98.474,0.6204747,0.002367678,0.421562403,0.353451043,0.877054,4
99,72,27,0.727272727,67,9,6.226954742,6.352490162,3.972222222,64,0.090909091,58.085,7,847424.712,1.01010101,775.194,0.6299422,0.001237909,0.430557966,0.357167959,0.8721333,4
122,72,50,0.590163934,67,8,6.536510655,6.667266533,4.361111111,246,0.06557377,61.36,5,180730.174,1.639344262,113.783,0.6908781,0.00233848,0.401640654,0.325259835,0.867393,4
108,73,35,0.675925926,63,10,6.62226243,6.671316681,4.273972603,94,0.092592593,49.525,6,830107.687,2.777777778,89.29,0.7195871,0.003424373,0.460654259,0.373979151,0.87219435,4
120,70,50,0.583333333,62,10,6.230787931,6.393029172,4.042857143,157,0.083333333,13.01,2,61051.791,0.833333333,813.008,0.6279059,0.001378644,0.330797791,0.349562377,0.8685506,4
88,59,29,0.670454545,56,8,6.034785162,6.123939173,4.050847458,44,0.090909091,52.4,8,2144310.708,1.136363636,49.02,0.6957423,0.003528277,0.451107025,0.393946946,0.868302,4
129,93,36,0.720930233,79,10,6.738204883,6.793764313,4.107526882,120,0.07751938,72.35,4,1086376.233,0,0,0.68748224,0.001495592,0.442996144,0.350029588,0.8683107,4
96,74,22,0.770833333,59,10,6.456646266,6.554588852,3.797297297,39,0.104166667,60.16,2,269736.976,0,0,0.6686158,0.002299712,0.510617852,0.407374501,0.87133396,4
99,73,26,0.737373737,66,9,6.288179232,6.393727275,3.931506849,68,0.090909091,58.085,8,855595.919,1.01010101,775.194,0.64283156,0.00128301,0.431275547,0.353516787,0.8720374,4
62,53,9,0.85483871,50,8,5.865163567,5.873557262,4.056603774,31,0.129032258,36.645,4,1057703.72,0,0,0.6077117,0.001510898,0.478354067,0.326024801,0.87129426,4
70,54,16,0.771428571,52,9,5.963596921,6.028639312,3.962962963,39,0.128571429,37.01,5,2589412.491,0,0,0.77606875,0.002365712,0.475292087,0.384108454,0.8672712,4
113,88,25,0.778761062,76,10,6.807354922,6.794415866,4.079545455,108,0.088495575,62.08,8,865378.628,0.884955752,645.161,0.7190314,0.002168006,0.464324176,0.360129565,0.8697441,4
80,59,21,0.7375,51,8,6.126565558,6.182838116,3.745762712,31,0.1,4.62,4,243465.522,0,0,0.70573896,0.002309333,0.441528648,0.377536327,0.87405413,4
144,67,77,0.465277778,59,9,6.286639256,6.30385064,3.910447761,114,0.0625,77.905,4,664727.383,2.777777778,398.099,0.6014612,0.002287369,0.407481223,0.325795591,0.87621784,4
125,82,43,0.656,68,7,6.764601351,6.90999418,4.036585366,49,0.056,71.02,8,319114.614,2.4,266.298,0.70160246,0.003327164,0.434256434,0.366369694,0.869659,4
132,89,43,0.674242424,76,10,6.615446761,6.653137044,3.797752809,87,0.075757576,84.48,6,364861.847,1.515151515,346.875,0.6314703,0.001368352,0.442548305,0.352278709,0.87130857,4
79,61,18,0.772151899,56,7,6.147519046,6.240812515,4.016393443,45,0.088607595,9.15,2,318678.529,0,0,0.7303716,0.003011357,0.475161314,0.507167876,0.8682509,4
88,50,38,0.568181818,46,8,5.734786709,5.882603272,4.1,48,0.090909091,45.67,3,279435.961,2.272727273,1031.627,0.6642417,0.001562483,0.443223059,0.355433911,0.87130255,4
93,62,31,0.666666667,52,9,6.175735869,6.244058376,4.193548387,64,0.096774194,54.44,7,862055.643,1.075268817,537.634,0.6954294,0.002008485,0.414710492,0.343476236,0.8688238,4
87,64,23,0.735632184,59,10,6.240218243,6.315273289,3.890625,46,0.114942529,51.205,1,96304.668,0,0,0.71880364,0.001710424,0.404159546,0.383906573,0.8769209,4
245,99,146,0.404081633,88,9,7.089923749,7.255967545,3.939393939,354,0.036734694,123.03,8,486048.551,5.306122449,3059.575,0.5935118,0.002912952,0.283468604,0.355077654,0.8778641,4
93,58,35,0.623655914,57,8,6.11188475,6.367631041,4.034482759,61,0.086021505,43.295,0,37110.11,3.225806452,3125.861,0.70608807,0.002530849,0.428811848,0.362304062,0.87311375,4
85,66,19,0.776470588,59,11,6.201841232,6.32684666,4,54,0.129411765,9.96,2,86406.515,1.176470588,632.911,0.6359346,0.001153536,0.459554583,0.37420392,0.8690892,4
123,93,30,0.756097561,85,11,6.799589797,6.836218609,3.967741935,77,0.089430894,29.03,6,264939.365,0.81300813,61.728,0.6716967,0.0024572,0.435770601,0.344388455,0.8692135,4
178,91,87,0.511235955,86,9,6.595611976,6.689045397,4.164835165,191,0.050561798,9.48,13,349935.864,2.247191011,8341.702,0.5806525,0.001313207,0.401829034,0.312375516,0.8686927,4
75,57,18,0.76,53,8,5.912156068,5.915851956,4.070175439,21,0.106666667,44.855,3,141694.851,0,0,0.72010326,0.001495012,0.455397069,0.361530483,0.8692927,4
77,52,25,0.675324675,49,8,6.001152678,6.138753524,4.442307692,26,0.103896104,15.965,9,1492234.914,1.298701299,8130.081,0.68930125,0.000328338,0.396795243,0.394190401,0.86191005,4
247,112,135,0.453441296,93,10,6.922907723,7.105601255,3.9375,461,0.04048583,127.1,4,117646.092,5.263157895,24560.159,0.5702519,0.001778546,0.293410778,0.347377568,0.87142795,4
174,92,82,0.528735632,87,8,6.922898025,7.048244115,3.869565217,263,0.045977011,16.1,8,285963.024,3.448275862,2441.236,0.602331,0.002779453,0.415640235,0.356070936,0.8756437,4
86,58,28,0.674418605,57,8,6.268214466,6.297079328,3.775862069,45,0.093023256,49.005,3,180514.969,2.325581395,313.199,0.77680814,0.001515801,0.50076896,0.367077738,0.87429947,4
117,80,37,0.683760684,74,8,6.437343172,6.538670812,4.0375,182,0.068376068,28.71,6,234377.896,0.854700855,147.929,0.64931023,0.00177535,0.43071565,0.357123017,0.8721272,4
121,80,41,0.661157025,74,10,6.6839332,6.777170704,4.0625,46,0.082644628,9.415,7,180175.732,1.652892562,396.545,0.6661762,0.00196439,0.43325156,0.404562473,0.86450106,4
177,107,70,0.604519774,99,11,6.947623664,6.990820112,3.953271028,126,0.062146893,97.095,7,467199.528,1.694915254,353.883,0.6934565,0.001636358,0.361066461,0.324868232,0.8703674,4
93,57,36,0.612903226,51,9,6.102313179,6.257740931,4.122807018,98,0.096774194,48.38,2,1010012.521,1.075268817,147.929,0.76363933,0.002012867,0.412055284,0.343892246,0.869733,4
184,76,108,0.413043478,72,10,6.345446286,6.468581178,4,363,0.054347826,90.725,11,947901.503,4.347826087,21573.15,0.630005,0.002940684,0.350729078,0.356435955,0.8744968,4
263,149,114,0.566539924,136,13,7.405728358,7.44995061,4.093959732,742,0.049429658,17.1,12,1023883.97,3.041825095,8731.828,0.60203624,0.00245638,0.3171525,0.302320808,0.86728024,4
71,47,24,0.661971831,40,8,5.832784624,5.963596921,3.765957447,71,0.112676056,33.88,3,887604.965,1.408450704,662251.656,0.7382226,0.002728753,0.456317455,0.369521528,0.86913884,4
153,71,82,0.464052288,68,9,6.282434833,6.403967653,3.901408451,138,0.058823529,13.565,7,624237.482,1.960784314,179.16,0.5662399,0.00201033,0.427628309,0.329481125,0.8730691,4
140,54,86,0.385714286,50,7,5.942611756,6.036060689,4.333333333,137,0.05,74.77,5,200400.934,3.571428571,21050.675,0.59839416,0.002913046,0.45933494,0.325788289,0.8708968,4
161,76,85,0.472049689,68,8,6.692210048,6.822316918,3.881578947,92,0.049689441,75.31,3,45912.692,1.863354037,351.782,0.7307768,0.003757157,0.449635416,0.319639295,0.87612957,4
153,93,60,0.607843137,86,11,6.759344207,6.894033878,3.913978495,125,0.071895425,80.445,1,42978.096,2.614379085,595.279,0.72140306,0.002395159,0.444923043,0.32816121,0.87501395,4
131,65,66,0.496183206,58,9,6.28802149,6.506896635,3.415384615,119,0.06870229,68.915,0,47145.656,1.526717557,104.829,0.6300085,0.003182096,0.442694157,0.342181951,0.8803693,4
138,76,62,0.550724638,72,10,6.520518101,6.631580488,3.881578947,124,0.072463768,10.34,4,214036.072,2.898550725,2370.266,0.57151425,0.003306819,0.45586732,0.331225574,0.8744536,4
117,66,51,0.564102564,60,7,6.183285629,6.206274616,4.454545455,134,0.05982906,66.175,6,1295269.634,2.564102564,219.192,0.63146865,0.002755671,0.435942441,0.321683675,0.8632591,4
125,76,49,0.608,66,8,6.310854072,6.348859627,4.092105263,102,0.064,69.71,0,66811.433,0.8,16977.929,0.7326893,0.00115214,0.429745436,0.320690662,0.87330115,4
195,102,93,0.523076923,85,10,7.05352109,7.146861182,3.970588235,177,0.051282051,103.855,3,50143.517,3.076923077,453.088,0.63925785,0.002542567,0.427147835,0.335678279,0.87749624,4
78,44,34,0.564102564,42,8,5.779646606,5.984769619,3.977272727,41,0.102564103,49.21,1,424413.825,2.564102564,652.616,0.48913544,0.002680274,0.411240637,0.381204307,0.87022924,4
129,89,40,0.689922481,79,10,6.710784766,6.766128289,4.04494382,82,0.07751938,6.84,16,1495956.322,2.325581395,321.39,0.678625,0.002226323,0.419397384,0.357422948,0.86028916,4
159,88,71,0.553459119,80,10,6.634322283,6.651184125,4.045454545,134,0.062893082,8.81,22,1646505.965,2.51572327,278.025,0.6381981,0.002102119,0.400983036,0.313745588,0.8596067,4
89,49,40,0.550561798,43,9,5.859944261,5.891219358,4.020408163,59,0.101123596,41.925,3,138940.561,3.370786517,163.783,0.66580766,0.003158842,0.418926835,0.352583319,0.8708203,4
245,63,182,0.257142857,62,9,6.076324304,6.336761027,4.095238095,344,0.036734694,138.55,18,290460.943,7.755102041,24151.063,0.5065435,0.001936304,0.37585631,0.363797903,0.871312,4
559,180,379,0.322003578,164,12,7.64434175,8.041909487,3.988888889,1834,0.021466905,26.545,29,338033.971,5.18783542,157085.075,0.7408186,0.002279702,0.401693046,0.28391698,0.8623029,4
136,77,59,0.566176471,71,9,6.173111893,6.364596653,4.103896104,150,0.066176471,73.2,1,64698.072,2.205882353,24543.202,0.6300684,0.001748401,0.444095701,0.313383818,0.8730936,4
142,81,61,0.570422535,74,9,6.487069083,6.529283017,3.925925926,143,0.063380282,7.925,4,92736.366,1.408450704,185.821,0.65291226,0.002006817,0.458702207,0.338052332,0.8745191,4
23,17,6,0.739130435,17,6,4.095795255,4.106603137,3.705882353,4,0.260869565,12.15,1,1881044.879,0,0,0.71689624,0.000420495,0.578274965,0.476735383,0.8687274,6
108,83,25,0.768518519,67,9,6.648009042,6.727920455,4.048192771,105,0.083333333,10.48,15,651843.557,0,0,0.65848297,0.000896334,0.430173397,0.439861327,0.8562109,6
36,32,4,0.888888889,31,7,5.07214016,5.087462841,3.90625,7,0.194444444,19.66,7,5584404.887,0,0,0.7819134,0.000446674,0.43526566,0.4023045,0.85815185,6
111,40,71,0.36036036,34,10,5.754696504,5.960127444,3.7,88,0.09009009,55.6,0,13377.647,4.504504505,2270.794,0.75357,0.003608744,0.500332534,0.4462111,0.88746256,6
22,14,8,0.636363636,13,7,4.297079328,4.321928095,3.357142857,1,0.318181818,9.585,1,84280.389,0,0,0.7832619,0.003288382,0.559401333,0.333313972,0.8828323,6
26,20,6,0.769230769,15,7,4.56385619,4.584962501,3.65,11,0.269230769,16.45,2,325184.709,0,0,0.6547208,0.000391035,0.542311311,0.404008925,0.85892445,6
125,36,89,0.288,35,11,5.535714556,5.996637574,3.611111111,128,0.088,65.17,8,230614.955,5.6,34762.204,0.53946984,0.001410342,0.379553378,0.314278543,0.87673646,6
25,23,2,0.92,21,7,4.584962501,4.523561956,4.304347826,13,0.28,20.79,5,883631.57,0,0,0.69639647,0.000871929,0.46728313,0.4468292,0.8586296,6
22,18,4,0.818181818,17,7,4.297079328,4.321928095,3.666666667,8,0.318181818,12.575,1,476557.969,0,0,0.75304747,0.001336618,0.499403507,0.424163461,0.86972183,6
88,60,28,0.681818182,54,10,6.060366341,6.094528417,3.616666667,47,0.113636364,31.545,22,1151125.361,2.272727273,13971.42,0.6813577,0.001103553,0.406011403,0.324732095,0.8573382,6
84,58,26,0.69047619,54,9,6.278653889,6.357552005,3.775862069,19,0.107142857,45.64,13,1199850.879,2.380952381,111997.668,0.7458147,0.002061192,0.456834406,0.398196846,0.8647056,6
112,59,53,0.526785714,48,8,6.060093569,6.160771873,3.728813559,265,0.071428571,15.215,11,539156.206,2.678571429,186071.356,0.53222424,0.002080376,0.416953176,0.384562761,0.85660213,6
