DiffLemmas,DiffPOS,bigramsEntropy,trigramsEntropy,readabilityMeasure,NumberOfUniqueWordsby1/freq,AvgUniqueness,percentageOfRepeatedWords,theUniquenessLvlOfTheRepeatedSongs,avg_word_similarity_hebrew,word_similarity_large,MappedStyle
82,9,6.410067431,6.683354908,91.645,11,459610.777,4.487179487,37982.854,0.416373312,0.8647612,4
38,9,5.749061664,5.904927033,3.005,5,191627.61,3.669724771,4888.047,0.423013538,0.87347424,4
89,11,7.070396395,7.206693276,7.605,12,280126.998,1.840490798,430634.885,0.413322121,0.8696095,4
96,9,6.84087366,7.012173062,16.175,18,650711.005,3.684210526,6265.105,0.377392381,0.8628739,4
40,8,5.605326398,5.951508007,21.775,2,228131.395,3.370786517,13973.553,0.415266901,0.86328197,4
83,13,6.928667449,7.021313071,9.665,7,837255.889,2.205882353,28905.851,0.449735582,0.8669779,4
69,11,6.627298403,6.734857762,66.17,7,427093.987,1.62601626,190144.933,0.408471346,0.8663503,4
100,9,6.948910748,7.214753078,8.39,21,513995.148,2.234636872,1375679.657,0.416095763,0.8711064,4
51,12,5.411238985,5.61757199,26.95,43,1723563.451,3.378378378,2061454.832,0.394389868,0.861053,27
22,5,4.730640984,5.182838116,31.605,6,970026.601,4.87804878,248214.286,0.470859468,0.87248415,27
23,9,4.807354922,4.754887502,20.625,2,1519938.08,0,0,0.592537165,0.86950964,27
68,9,6.443539819,6.533312256,56.03,4,146633.864,0,0,0.408028394,0.8690647,27
20,3,4.523561956,4.459431619,16.875,4,2131556.821,0,0,0.480217963,0.85317725,27
40,8,5.51792431,5.716147124,5.895,1,98354.983,4.347826087,448.232,0.447501749,0.87971354,27
35,7,5.285402219,5.247927513,21.8,2,391763.306,0,0,0.451996326,0.8660523,27
51,10,5.974836888,6.015485357,49.89,7,638567.96,1.298701299,147.929,0.400271595,0.86318,27
25,8,4.680813428,4.700439718,13.7,2,229752.512,0,0,0.589693606,0.86861134,27
52,13,6.066450536,6.170450801,40.94,3,214733.761,2.272727273,164.213,0.437274307,0.8795958,27
23,4,4.82996615,4.983788059,24.675,8,2551145.16,0,0,0.378346503,0.8620792,27
85,10,6.65781478,6.744536656,24.675,10,580860.842,2.564102564,252728.982,0.408301622,0.8636389,27
58,8,5.958714496,6.006387698,42.315,4,199573.155,0,0,0.483262539,0.8641982,27
56,8,5.740553435,5.922983544,58.48,2,67841.409,3.703703704,2174.247,0.317320228,0.87459266,27
33,8,5.25676481,5.562310025,8.875,8,295892.043,8.602150538,3230.313,0.422512889,0.879473,27
84,9,6.755057701,6.869784285,76.205,17,1269830.943,1.57480315,66.325,0.303841025,0.8626296,27
25,9,5.211210541,5.321928095,10.69,6,254903.672,2.380952381,281690.141,0.683507144,0.8902379,27
40,7,5.52385619,5.573893518,28.77,6,292073.331,0,0,0.415603548,0.8675925,27
37,10,5.508160502,5.599541532,40.34,8,1166858.258,0,0,0.336715758,0.8653136,27
13,7,3.846439345,3.997670276,9.75,0,164682.987,0,0,0.458363652,0.8621204,27
19,7,4.321928095,4.247927513,10.95,2,445633.328,0,0,0.481161267,0.8566816,27
72,9,6.393165133,6.634858874,66.77,7,363717.569,3.25203252,3077.756,0.430161327,0.874232,27
8,4,3.403701696,3.74741304,11.9,5,315359.093,9.523809524,27169.077,0.657910109,0.9098289,27
71,9,6.455636331,6.589996008,84.48,7,345400.739,2.739726027,31418.678,0.392499804,0.8662957,27
33,5,5.201841232,5.259991029,30.615,9,445544.297,0,0,0.367326677,0.85221285,27
31,7,5.087677236,5.226409766,43.5,4,433009.17,4.545454545,86022.267,0.347704172,0.87168413,27
47,9,5.920297374,6.01366069,60.63,8,929278.99,0.980392157,478.469,0.428294927,0.87224513,27
31,8,5.175735869,5.22518643,20.6,5,366541.47,0,0,0.394094318,0.86862284,27
103,11,7.124736676,7.156036113,83.61,25,710480.608,0.684931507,537.634,0.290836483,0.8535826,27
83,8,6.633209656,6.658211483,59.555,13,1473188.184,0.970873786,147.929,0.415023297,0.85694873,27
23,9,4.720049961,4.735926351,6.6,6,776080.783,0,0,0.349944413,0.87307197,27
46,7,5.763933429,5.797432474,13.29,1,188110.868,0,0,0.430522174,0.87109506,27
61,8,6.121578105,6.129283017,48.105,15,2046170.095,0,0,0.416860253,0.85817647,27
27,7,4.799883537,5.170275529,4.325,14,1379836.754,9.433962264,290793.873,0.413036138,0.8663539,27
69,9,6.356307315,6.427336418,3.455,6,191333.264,0.99009901,2288.33,0.410142779,0.8649694,27
46,9,5.850534387,5.956305847,46.635,3,225836.482,3.529411765,7063.001,0.434563547,0.87018514,27
47,8,6.235237709,6.371388043,51.355,4,428415.494,1.063829787,49019.608,0.407207251,0.8648179,27
18,7,4.459431619,4.392317423,1.8,5,502481.259,0,0,0.617031157,0.87084794,27
47,7,5.717850465,5.727920455,35.07,6,1255985.224,0,0,0.508894205,0.8590882,27
130,11,7.553712364,7.641735564,15.575,37,1795760.831,3.196347032,4624391.968,0.313888013,0.8621858,27
30,6,5.169514542,5.53266528,32.45,6,1877516.705,3.571428571,12023.81,0.359134525,0.87072784,27
78,10,6.964715628,6.984375,74.21,4,130055.604,1.538461538,313.199,0.493704766,0.8679657,27
68,9,6.346703084,6.398781141,57.72,16,1023927.731,1.01010101,61.728,0.38901943,0.86122787,27
57,6,6.027613437,6.075127404,22.38,12,1631479.665,0,0,0.410607815,0.8619174,27
25,7,4.910992253,4.923181998,20.575,2,106868.064,0,0,0.422592759,0.8739556,27
30,5,5.087462841,5.044394119,22.6,1,193468.601,0,0,0.515427589,0.8650557,27
90,8,6.437659962,6.65055425,75.185,11,316753.859,4.615384615,31590.699,0.350833118,0.86128616,27
46,13,5.871923368,6.315071498,37.7,11,405453.495,5.426356589,8302.345,0.404677749,0.86418116,27
36,10,5.45552554,5.543874788,28.12,6,110180.447,1.724137931,61.728,0.414729238,0.8786816,27
12,6,4,3.906890596,6,1,566693.84,5.882352941,14124.294,0.542040884,0.8706122,27
61,9,6.114528473,6.223676232,33.205,13,504862.789,2.803738318,90951.677,0.496791214,0.86749333,27
46,8,5.963924937,6.11148775,31.475,13,1513821.996,7.100591716,1799.499,0.41693908,0.8698465,27
75,12,6.53517044,6.579003562,5.98,2,66875.295,0.970873786,1996.008,0.404873312,0.8708552,27
62,11,6.192335126,6.263040891,77.6,6,214296.746,4.195804196,11181.059,0.452404499,0.87866956,27
50,10,5.913640874,6.034337785,58.42,2,147922.248,3.296703297,367.293,0.433708191,0.8739484,27
16,9,4.169925001,4.087462841,8,0,25015.032,0,0,0.515825093,0.88091826,27
54,8,5.900527752,6.192370724,46.07,33,6741503.659,3.296703297,26784406.07,0.447259635,0.8560967,2
44,10,5.669351027,6.122426795,61.03,1,40178.388,5.970149254,4086.05,0.480474412,0.8802692,2
48,10,6.092983188,6.292114328,66.405,20,1585912.861,6.818181818,14802.284,0.449903607,0.86340654,2
64,7,6.471852701,6.496820059,56.23,9,1217671.729,1.01010101,8130.081,0.381522715,0.857812,2
67,8,6.174989865,6.291743877,50.08,11,676033.952,3.448275862,13681.425,0.438829988,0.86336255,2
43,10,5.20707819,5.592153843,14.65,5,200798.041,2.150537634,3902.919,0.420388281,0.87529176,2
47,9,5.831863047,5.994576569,19.05,23,1215242.984,2.173913043,5251669.235,0.410190463,0.8615913,2
62,9,6.275077819,6.475733431,5.23,4,153435.552,2.197802198,1007.596,0.432944477,0.8661603,2
69,12,6.452490206,6.573893518,20.375,13,664003.445,2,233130.467,0.411076248,0.86238694,2
83,7,6.611278474,6.640954019,24.265,18,1612748.487,0,0,0.48426795,0.85667634,2
32,10,5.231350887,5.433538811,18.45,2,146757.82,5.084745763,89137.278,0.501312435,0.8805858,2
60,9,6.002583407,6.129506375,72.86,22,1491587.858,2.4,78230.149,0.351641357,0.8653627,2
44,8,5.74725741,5.896928095,47.86,12,779096.012,0,0,0.393617481,0.85788697,2
41,7,5.796613851,6.025406299,52.75,6,140466.049,2.352941176,147.318,0.458575189,0.8636208,2
12,3,3.60701771,3.783014003,28.49,8,919847.507,2.702702703,3636.364,0.430231899,0.87568897,2
99,12,6.855828764,7.067309624,24.68,50,1946973.09,3.51758794,81139.573,0.281987548,0.85183203,2
87,10,6.721768552,6.850626188,38.81,11,1746449.081,1.481481481,360.998,0.500586152,0.8710015,2
63,8,6.251465135,6.61530336,39.9,5,268728.735,1.754385965,12821.883,0.443401158,0.8670662,2
25,6,4.921928095,5.080274014,21.365,2,985472.46,2.43902439,223.714,0.533186495,0.8700864,2
76,13,6.537262647,6.607502433,24.1,23,1823466.084,0.840336134,3546099.291,0.307792813,0.86403,2
30,7,5.299269703,5.349648913,26.65,3,800316.635,0,0,0.453958362,0.8649589,2
35,10,5.314736921,6.122957559,47.3,18,315301.359,3.03030303,451380.965,0.49570635,0.87549424,2
70,9,6.350989473,6.379753127,23.71,17,3929306.765,0,0,0.413945407,0.85202444,2
63,9,6.58912837,6.729283017,5.695,4,334403.785,2.816901408,4861.166,0.47175312,0.8756977,2
55,10,5.933967443,6.072268804,8.88,4,591528.459,1.785714286,7591.178,0.427151293,0.86802393,2
92,11,6.717486442,6.918722528,10.27,6,365391.379,3.571428571,2298.266,0.375126958,0.8763802,2
79,9,6.70621288,6.754887502,60.16,17,1157491.625,1.818181818,72790.241,0.442754954,0.8570383,2
40,8,5.436080318,5.655289049,43.3,6,373753.177,3.296703297,74942.545,0.429957718,0.86590886,2
53,11,6.276693244,6.484375,10.105,8,821021.591,5.384615385,54817.759,0.412564278,0.8624931,2
32,5,5.131292988,5.424006355,23.165,12,2670166.657,5.797101449,5494.66,0.433482319,0.86565775,2
122,11,7.261907693,7.384717365,5.8,35,4176521.359,2.010050251,13271564.67,0.46813634,0.85940355,2
36,10,5.321928095,5.285402219,28.7,9,2880567.127,0,0,0.421906292,0.8612363,2
6,6,3.126786489,3.912156068,8.4,0,10895.581,7.692307692,8242.906,0.666799724,0.9229111,2
68,10,6.678928714,6.804129437,81.74,21,3554547.336,2.158273381,119711.536,0.291283101,0.86011463,2
60,11,6.183403849,6.224442123,5.045,4,563306.089,0,0,0.403784335,0.8622851,2
109,14,7.395549045,7.578937137,13.18,43,2403533.315,3.862660944,19752.945,0.307724863,0.8619556,2
115,12,7.126105594,7.243160223,36.725,21,372726.761,2.730375427,3637.918,0.277813703,0.871129,2
63,11,6.159433348,6.412086328,55.975,4,154940.744,2.857142857,83922.56,0.388316631,0.8694019,2
72,12,6.250121771,6.325105672,15.04,8,279125.34,3.389830508,9363.85,0.444296896,0.8660164,2
38,10,5.525232566,5.89929089,9.15,8,1851289.075,2.985074627,7546.46,0.471344143,0.8659659,2
64,10,6.65771911,6.805784285,61.63,6,128287.347,3.149606299,1704.795,0.430360734,0.8725736,2
40,8,5.547333181,5.850877116,42.55,10,285763.979,3.370786517,473398.966,0.421179295,0.86399055,2
46,6,5.700212065,5.744996077,13.595,9,1385026.134,0,0,0.453876376,0.8553705,2
47,10,5.773557262,5.780948134,36.43,4,246851.328,0,0,0.330520421,0.86559176,2
39,6,5.481648845,5.576977058,31.165,8,975987.839,0,0,0.475351453,0.8595841,2
53,10,6.044394119,6.022367813,38.8,6,1834527.45,1.492537313,2754.821,0.444157124,0.85828465,2
60,9,6.22385619,6.306124297,48.41,6,1082079.351,0.99009901,90909.091,0.41983965,0.86162865,28
78,9,6.726750536,6.797897287,34.56,20,2302731.049,0,0,0.365905076,0.8599391,28
47,8,5.701784285,5.938067278,85.08,44,5889514.048,0.793650794,0,0.409354001,0.8526945,28
44,9,6.083616824,6.246928095,47.78,5,227720.303,4.87804878,9457.492,0.420959502,0.8717173,28
31,7,5.07214016,5.087462841,19.66,7,5584404.887,0,0,0.435265899,0.85815185,28
85,7,6.601050403,6.754532719,74.265,15,684676.058,1.694915254,41257.166,0.483191043,0.85488904,28
66,11,6.352200777,6.558109134,61.81,11,1298371.197,1.851851852,52197.481,0.466014445,0.86621314,28
25,6,5,4.95419631,21,8,6029467.241,0,0,0.377659529,0.85588884,28
15,7,4.56385619,4.584962501,14.7,2,325184.709,0,0,0.542311549,0.85892445,28
50,8,5.906890596,5.882643049,44.67,6,1144637.865,0,0,0.389198661,0.8619191,28
36,10,5.358519763,5.368522528,26.165,5,614904.034,0,0,0.472769439,0.86170304,28
86,14,7.160047863,7.241084571,37.515,11,946611.008,3.048780488,161148.212,0.44777143,0.86575407,28
47,8,5.741517418,5.832890014,41.715,8,432241.942,0,0,0.350598842,0.85648733,28
32,8,5.228018841,5.469815782,5.695,10,475742.13,1.428571429,49.02,0.50752753,0.8674441,28
59,9,6.452490206,6.545782421,60.09,15,2225958.426,2,910.125,0.429644108,0.8592315,28
42,8,5.672783777,5.952522658,2.63,11,953935.993,6.25,51639.3,0.516687989,0.87756115,28
131,12,7.626100158,7.83409115,26.415,10,251258.529,3.754266212,37491.523,0.437910378,0.8719791,28
77,9,6.599959803,6.66197818,64.14,17,863170.318,0.943396226,4566.21,0.432451069,0.8529781,28
75,8,6.533298287,6.614709844,69.65,26,1963770.245,1,42735.043,0.419002712,0.8551142,28
85,10,6.65781478,6.744536656,24.675,10,580860.842,2.564102564,252728.982,0.408301622,0.8636389,28
99,13,6.95600894,7.03127175,17.47,16,735588.486,2.013422819,60449.944,0.292768359,0.86427915,28
58,10,6.380756066,6.521605564,58.75,7,182972.639,4.237288136,241.9,0.419650793,0.8655472,28
85,10,6.686337473,6.799589797,70.48,14,1727486.73,1.612903226,176.306,0.378616095,0.8577004,28
80,8,6.612127856,6.675614855,65.09,21,1568170.987,0.877192982,436.681,0.478581101,0.8596079,28
111,12,7.475884542,7.611278963,5.39,30,1059558.695,4.032258065,21416.351,0.300876051,0.86629575,28
98,11,7.001870464,7.094744713,8.835,31,2494183.24,1.639344262,34328.586,0.438718468,0.8595467,28
61,7,6.007216238,6.168408407,52.25,6,256005.209,1.19047619,892.857,0.411589682,0.8567987,28
46,7,5.659819606,5.66387373,44.43,6,402840.616,0,0,0.488337725,0.8594786,28
35,6,5.790454514,6.100711588,43.75,11,1286293.96,2.777777778,37990.645,0.429933488,0.8678861,28
50,9,5.98812626,6.06608919,21.4,6,818347.317,0,0,0.495654017,0.8691695,28
109,13,7.303450938,7.45443989,118.135,19,1054647.896,2.512562814,3601.295,0.459287494,0.86344117,28
29,8,4.854285872,5.084190048,1.54,17,8081060.515,0,0,0.351070046,0.86289775,28
105,12,7.094031703,7.098032083,86.165,22,1550935.48,1.438848921,15171.616,0.368123293,0.8590977,28
17,5,4.378783493,4.680813428,16.25,3,3223014.049,0,0,0.462931335,0.86357486,28
54,9,6.278653889,6.357552005,45.64,13,1199850.879,2.380952381,111997.668,0.456834525,0.8647056,28
75,9,6.623676232,6.654719646,6.54,21,2231286.937,0,0,0.453724235,0.8654327,28
55,10,6.075355024,6.145198129,49.765,9,1047994.459,1.315789474,49.02,0.447336257,0.8658126,28
66,12,6.302750275,6.333161761,54.745,12,384080.409,0,0,0.467689484,0.8646383,28
64,11,6.305911448,6.365301111,51.51,6,721235.335,0,0,0.522594213,0.86669385,28
65,9,6.253147837,6.259761193,55.52,23,3514615.149,1.25,5747.126,0.482289672,0.8565232,28
60,7,6.142319139,6.171928095,26.89,19,1342904.032,0,0,0.460638851,0.85488886,28
86,11,6.826554063,6.896018421,72.205,6,286730.664,2.255639098,154.154,0.326225162,0.86735487,28
57,9,6.137841001,6.179060729,51.755,20,2489868.247,1.265822785,10235414.53,0.462971091,0.8535489,28
128,12,7.787672765,7.923844227,11.065,11,218388.216,3.396226415,95881.528,0.439080983,0.86267704,28
60,9,6.162427299,6.169925001,21.17,3,643394.938,0,0,0.506654859,0.86092573,28
92,12,7.212144322,7.366127953,85.585,11,742956.187,3.333333333,893.07,0.506459594,0.8736276,28
94,9,6.950364099,7.054645686,13.46,20,1630096.276,1.935483871,14370.315,0.319717735,0.86622,28
76,9,6.677746686,6.765606634,18.15,20,897846.461,1.470588235,674.926,0.42899859,0.864873,28
56,12,5.835344024,5.966431262,39.79,5,281958.962,2.325581395,32145.425,0.431772232,0.86280715,28
144,14,7.72420227,7.891969151,12.795,23,841232.711,4.467353952,42200.874,0.43566063,0.86361176,28
40,8,5.788745201,5.93993647,5.91,7,2061903.002,2.325581395,3801.17,0.464820594,0.8664943,28
12,4,3.75,3.773557262,16.175,7,2811164.16,0,0,0.478959709,0.86218375,28
63,10,6.022731579,6.309277845,60.23,10,1281565.866,2.06185567,1583.855,0.441631466,0.8710391,28
45,7,5.7051099,5.797432474,16.87,21,3186017.4,0,0,0.491902798,0.8594895,28
74,10,6.695588785,6.790771613,12.235,19,918146.649,0.793650794,49.02,0.471615881,0.85547656,28
50,8,6.109508058,6.254451244,6.4,19,2859975.89,2.02020202,85030.489,0.405359894,0.85867584,28
88,9,6.940969792,6.986425874,23.26,20,1309470.318,0,0,0.34977898,0.8573296,28
61,10,6.363182744,6.463838596,64.57,26,1381806.021,1.075268817,49.02,0.49990806,0.8558067,28
70,11,6.458344565,6.485816618,18.275,10,786814.317,1.075268817,49.02,0.438340634,0.86010504,28
42,9,5.870003589,5.960829351,11.26,9,2803391.45,1.492537313,24570024.57,0.516450942,0.8692897,28
34,8,5.365636576,5.458775879,29.38,5,1356399.989,0,0,0.337415338,0.8619352,28
25,4,4.785151578,4.964904158,1.71,8,688605.379,0,0,0.532512605,0.8594037,28
105,10,6.895395887,7.676459299,22.695,25,825539.414,2.409638554,200749.42,0.304397017,0.87810117,28
140,10,7.453412622,7.715038912,22.88,23,875507.524,3.154574132,33210.229,0.433480293,0.8665913,28
104,12,7.045358918,7.156036113,95.93,22,837463.467,0.684931507,70.922,0.300068796,0.8576457,28
129,13,7.446600944,7.517653435,95.715,19,1139226.386,2.659574468,20360.501,0.482147932,0.8631547,28
19,6,4.095795255,4.216962429,6.29,1,298923.562,0,0,0.474874794,0.8674309,28
41,8,5.873557262,5.882643049,37,15,1754336.304,0,0,0.378323138,0.85424536,28
37,7,5.50875844,5.614709844,12.965,17,4247086.915,1.960784314,93457.944,0.540581763,0.8563837,28
80,10,6.771240123,6.874831308,83.675,24,2158922.045,0.740740741,512820.513,0.302649677,0.8544343,28
51,10,6.031036113,6.121578105,14.37,17,2261727.64,1.369863014,49.02,0.501396477,0.8665019,28
148,12,7.934216713,8.176244251,38.32,45,1628765.171,3.293413174,3430069.737,0.273579597,0.86007726,28
83,11,6.565460173,6.669990632,85.385,13,1279925.915,2.255639098,4426.596,0.431200951,0.8568099,28
22,7,4.392317423,4.321928095,4.25,6,1323030.265,0,0,0.611204386,0.8580541,28
36,9,5.847654892,5.881580488,3.76,16,2908180.201,1.428571429,308.642,0.522485256,0.86322355,28
74,10,6.483682449,6.665717598,11.58,34,3866250.136,3.787878788,346831.012,0.361840874,0.8574997,28
12,5,3.807354922,3.700439718,6.8,1,269389.72,0,0,0.490289837,0.8741378,28
32,7,5.209453366,5.169925001,17.94,6,3750582.599,0,0,0.422376275,0.85645765,28
102,10,7.267040281,7.475118766,36.38,37,982327.202,1.041666667,331266.673,0.28434059,0.85560507,28
42,6,5.554588852,5.523561956,2.36,3,785061.585,2.083333333,49.02,0.389483273,0.86304736,28
53,8,6.00594569,6.049727065,58.815,3,205316.477,1.869158879,12358.977,0.453413755,0.8674269,28
62,8,6.211329141,6.380001452,51.05,12,872124.407,3.539823009,385.514,0.411273569,0.8627508,28
32,4,5.322756959,5.648178743,45.7,6,517748.353,2.898550725,65204.435,0.467363775,0.86568415,28
61,9,6.222245735,6.292984414,7.965,10,1071222.296,1.098901099,70.922,0.457065076,0.86117,28
11,5,3.773557262,3.807354922,15.215,6,15352110.81,0,0,0.492382228,0.8488674,28
47,9,5.952656522,6.028639312,45.445,20,1536011.459,0,0,0.503846347,0.85447705,28
77,11,6.414970268,6.604819839,66.525,10,661001.595,1.724137931,9091.238,0.462593913,0.8620728,28
35,10,5.314736921,6.122957559,47.3,18,315301.359,3.03030303,451380.965,0.49570635,0.87549424,28
78,11,6.989204343,7.10975818,13.99,9,981787.688,2,464.231,0.299562007,0.86776644,28
42,8,5.883745109,6.017538025,11.315,6,552180.921,1.428571429,39840.637,0.4981125,0.8605167,28
50,7,5.931299584,6.004213195,49.805,4,1815143.521,0,0,0.463018328,0.8565334,28
33,5,5.271928095,5.285402219,26.24,9,1783405.621,0,0,0.488837361,0.8546915,28
68,11,6.152727739,6.32378176,10.92,1,32462.016,6.896551724,8683.385,0.435685337,0.8805047,28
75,11,6.601501619,6.652817499,62.68,6,298115.786,0,0,0.42713365,0.85718447,28
141,11,7.582139986,7.740340941,21.355,32,1215005.601,1.865671642,2474.733,0.414452732,0.8573009,28
82,11,6.713138453,6.754887502,66.245,11,1730348.861,0,0,0.47661978,0.8609344,28
49,5,5.857980995,5.832890014,18.275,19,4063728.139,0,0,0.501644492,0.85227054,28
47,8,5.806890596,5.848744744,35.25,8,1659056.397,0,0,0.428347588,0.86261874,28
109,10,7.135662612,7.139551352,21.65,18,1061658.202,1.398601399,55.374,0.32479769,0.86662066,28
20,7,4.5625,4.760647923,22.735,8,2740752.851,3.03030303,294985.251,0.44856441,0.8658166,28
58,9,6.073751818,6.109288405,56.565,13,709910.804,1.162790698,3546.099,0.442313045,0.85803545,28
63,9,6.375039431,6.357552005,6.185,12,894348.605,2.380952381,5985.626,0.499533564,0.8568878,28
36,8,5.410246762,5.756780025,78.1,1,47585.758,4.918032787,7423.979,0.411977768,0.87666386,28
49,6,5.806983198,5.90625,5.14,6,631973.296,0,0,0.461118162,0.85760856,28
35,6,5.209453366,5.169925001,24.66,6,1277343.927,0,0,0.664849818,0.8555376,28
125,13,7.330581985,7.414636848,18.875,30,2157207.45,0,0,0.318886906,0.8566333,28
61,11,5.725525292,6.065106995,8.1,18,514372.486,4.487179487,793569.406,0.453851461,0.8703364,28
93,12,6.759995373,6.825228099,10.23,10,948019.629,0,0,0.423721164,0.8677875,28
104,10,7.074381307,7.18213804,13.48,17,1199763.357,0.649350649,892.857,0.415718585,0.862657,28
70,9,6.385861524,6.392317423,51.71,11,1161808.892,0,0,0.394461185,0.8616638,28
37,6,5.342927225,5.629003731,42.33,4,171628.57,6.944444444,32050.439,0.348750055,0.8723836,28
56,7,6.211210541,6.339850003,55.88,18,924023.049,1.204819277,18621.974,0.42230913,0.85523474,28
48,7,5.91378786,5.95419631,45.445,12,1610230.82,1.5625,223.714,0.465059966,0.8550585,28
30,6,5.040223929,5.035185422,21.365,19,3921728.391,1.639344262,36363636.36,0.463448018,0.8567331,28
84,8,6.644277578,6.6907242,74.21,14,1353613.032,1.769911504,301423.16,0.477968782,0.8522244,28
82,12,6.868602215,7.093409091,23.6,19,1905475.12,4.166666667,58489.628,0.328362733,0.8616215,28
58,9,6.075164625,6.185363204,44.635,15,590030.866,0,0,0.427487016,0.8583267,28
65,11,6.073331247,6.263105959,61.155,13,414085.282,0.952380952,57471.264,0.396523714,0.85601944,28
76,8,6.598198019,6.731683387,35.095,13,811346.993,2.608695652,3606.675,0.409018844,0.8593556,28
60,9,6.437780006,6.542816946,25.3,18,657011.547,1.869158879,7712.905,0.431999385,0.8632463,28
55,9,6.362753031,6.543249192,19.45,12,1891602.536,3.80952381,38200.14,0.432123274,0.8670068,28
26,10,4.892147224,4.900711588,11.24,9,2834226.731,0,0,0.543126523,0.8582498,28
110,12,7.2269358,7.362607912,7.11,12,560508.567,1.492537313,116091.995,0.385979772,0.863379,28
75,11,6.790683279,6.890223929,86.245,24,2759543.53,1.639344262,70501.696,0.304017693,0.854438,28
90,12,6.949215698,7.011227255,17.96,20,3287620.243,0,0,0.371919423,0.86051965,28
58,7,6.027169118,6.278981858,47.45,10,1547296.272,2.247191011,435199.275,0.430728823,0.8572653,28
57,7,6.090338989,6.231486768,50.715,8,729086.965,2.325581395,6411.346,0.451848298,0.865372,28
54,11,6.206546579,6.290634492,8.42,4,598263.761,1.01010101,1071.811,0.452207476,0.86456776,28
54,8,6.044394119,6.022367813,39,5,1074855.094,0,0,0.478673458,0.85424,28
48,9,5.697783479,5.94697079,47.86,2,153343.396,5.681818182,164018.193,0.427437067,0.8718387,28
42,8,5.531956407,5.85318378,11.29,6,433854.225,2.898550725,10707.231,0.448640823,0.8681297,28
31,8,4.979264809,5.121928095,20.97,5,525092.15,2.380952381,190476.19,0.645225108,0.87057,28
61,10,6.397963365,6.463769511,56.29,3,182482.972,1.851851852,76.866,0.431025863,0.8806658,9
45,8,6.132805348,6.273269804,44.075,8,2712568.988,3.488372093,3196.44,0.406618178,0.87246186,9
56,9,6.179759363,6.209962501,52.75,1,47779.733,2.040816327,366.283,0.441141367,0.87878716,9
31,10,5.228669709,5.549452668,27.235,1,71195.825,3.50877193,307.446,0.551830649,0.87677574,9
42,9,5.882643049,5.857980995,31.215,0,27749.683,0,0,0.406422853,0.8802946,9
165,12,7.945588636,8.049176887,176.15,21,528667.075,4.225352113,7660.639,0.324897021,0.87040114,9
54,8,6.137841001,6.205034755,42.3,4,129897.105,2.53164557,96.74,0.492407531,0.8725589,9
48,7,6.036616208,6.127037995,43.5,6,275688.395,2.298850575,428325.086,0.462348759,0.8696213,9
65,10,6.636633421,6.775119239,9.215,11,275007.284,2.068965517,391.036,0.338306993,0.8773073,9
59,10,6.06608919,6.044394119,39.62,2,67472.649,0,0,0.505532384,0.8710707,9
61,11,6.240812515,6.247927513,19.845,2,645938.248,0,0,0.362891316,0.8727693,9
69,8,6.485816618,6.491853096,5.11,5,119635.892,1.086956522,104.712,0.37224406,0.870275,9
32,8,5.209453366,5.169925001,21.2,2,692132.888,0,0,0.37367487,0.8634104,9
82,9,6.703461176,6.767081617,57.19,3,90203.608,0.869565217,165.837,0.422140747,0.8766631,9
64,10,6.649913256,6.681208949,53.1,4,138692.547,1.886792453,104.829,0.493341804,0.87936056,9
50,9,5.9375,5.945533892,37.615,6,213218.61,0,0,0.413682073,0.8721352,9
43,10,5.984556876,6.254980104,60.3,0,18321.816,5.042016807,292.865,0.487851679,0.8859272,9
58,10,6.475733431,6.459431619,33.525,4,490004.073,0,0,0.422887444,0.8808815,9
111,9,7.098363151,7.114858771,4.99,9,1785377.751,0.666666667,147.929,0.419709146,0.8588911,9
31,9,5.114369446,5.129283017,17.85,0,39042.14,0,0,0.415455759,0.87663275,9
67,9,6.777811532,6.940026273,100.555,15,1204004.493,3.726708075,16667.766,0.300370932,0.869527,9
63,8,6.350989473,6.379753127,47.85,4,127656.146,1.136363636,61.728,0.470566064,0.86717373,9
57,9,6.219128886,6.294274429,31.975,3,152717.334,4.411764706,2522.252,0.444717288,0.8804442,9
50,7,5.91378786,5.921938246,37.11,0,23416.376,0,0,0.33291626,0.87716746,9
63,10,6.259991029,6.290467287,51.95,2,188839.734,0,0,0.458479613,0.8764631,9
65,8,6.574480242,6.623676232,57.47,5,125922.333,3.738317757,3856.696,0.422475725,0.86713034,9
53,9,6.298893004,6.424298146,70.02,1,61302.458,2.941176471,116.679,0.334363759,0.8785354,9
51,9,6.132725724,6.234672698,66.125,2,149589.146,3.389830508,403.084,0.432775736,0.8778273,9
58,10,6.142664356,6.175485357,9.1,2,72445.334,0,0,0.451053321,0.875381,9
70,9,6.522400511,6.560126855,26.445,7,316024.891,1.538461538,83.22,0.412975162,0.8756622,9
49,8,6.369798319,6.62366592,7.58,3,481874.452,4.273504274,1214.471,0.417075127,0.87969065,9
51,9,5.762714576,5.771640636,32.84,3,1038142.43,0,0,0.391736358,0.8682768,9
50,7,5.770983142,5.802915339,47.635,8,743588.221,1.162790698,1349.528,0.430697978,0.87467873,9
72,11,6.657102661,6.681208949,6.15,7,342145.696,0.943396226,61.728,0.364172071,0.8704862,9
52,9,6.122152024,6.155399312,41.94,5,465311.706,0,0,0.476787895,0.8697311,9
51,9,5.861356053,5.905625906,4.945,0,35642.989,0,0,0.424461514,0.8753493,9
