DiffLemmas,DiffPOS,bigramsEntropy,trigramsEntropy,readabilityMeasure,NumberOfUniqueWordsby1/freq,AvgUniqueness,percentageOfRepeatedWords,theUniquenessLvlOfTheRepeatedSongs,avg_word_similarity_hebrew,word_similarity_large,MappedStyle
64,11,6.286243065,6.391218682,57.76,6,178150.2,1.769911504,150.138,0.427927196,0.8712121,4
90,11,7.226335551,7.377210797,24.285,30,2520345.874,2.923976608,2879.476,0.332130313,0.8692525,4
35,8,5.501629167,5.554588852,28.22,2,291845.295,0,0,0.513203979,0.879098,4
41,7,4.966102181,5.156928529,5.31,0,14508.5,8,2705.694,0.509708166,0.8860344,4
99,9,6.785898213,6.887121067,113.99,13,1143225.108,3.157894737,8445.659,0.455952525,0.8669861,4
29,7,4.969815782,5.044394119,21.385,2,298491.293,0,0,0.372848749,0.8645621,4
16,8,4.186820297,4.271928095,21.155,0,9789.902,2.380952381,1658.375,0.444555074,0.8940984,4
30,6,4.879143374,4.996134783,43.88,2,178293.115,1.408450704,308.642,0.459355354,0.87116605,4
106,9,7.247429219,7.259588919,8.37,3,127285.692,2.659574468,104.906,0.436441153,0.8719966,4
16,7,4.315231324,4.689703732,21.4,0,91131.261,4.545454545,1052.927,0.454583794,0.87439597,4
55,8,6.310647231,6.370975365,48.97,3,397041.237,1.136363636,14124.294,0.467191309,0.87398285,4
29,6,4.983788059,5,17.45,3,268936.766,0,0,0.378001481,0.8668088,4
35,8,5.212032356,5.369616701,7.84,3,58408.271,8.695652174,5774.157,0.487280071,0.8853561,4
89,10,6.966210122,7.022801597,10.06,3,341635.214,1.342281879,107.429,0.305957794,0.8755546,4
37,8,5.5,5.501089447,2.74,5,258405.848,1.538461538,1412.429,0.407734454,0.8773732,4
75,9,6.631354036,6.787526851,67.875,5,191949.626,3.03030303,7654.526,0.391082495,0.8732984,4
74,9,6.608830624,6.613601813,4.43,9,1668045.201,0.961538462,49.02,0.479682267,0.86943835,4
77,10,6.681033821,6.744840353,75.93,7,575098.347,2.127659574,113.803,0.420085639,0.8767576,4
97,11,6.926785395,6.986425874,82.935,8,598784.052,2.112676056,7592.184,0.307987124,0.8681527,4
75,8,6.416052005,6.504507829,73.95,6,559833.297,1.612903226,55.374,0.419939071,0.8639432,4
52,9,6.07214016,6.108524457,12.905,4,187965.399,0,0,0.412833095,0.8696383,4
83,10,6.892198306,6.99740175,19.455,4,42045.797,2.617801047,846.241,0.470796138,0.8777895,4
57,9,5.985434275,6.192668231,60.43,1,71261.659,3.539823009,4264.826,0.412525088,0.8730306,4
13,6,4.247927513,4.169925001,12.44,3,417404.204,0,0,0.51526469,0.8826077,4
36,8,5.361014725,5.500711588,34.47,5,629203.576,1.388888889,147.929,0.471247792,0.87201834,4
82,9,6.704589074,6.733561024,12.5,7,1767906.846,0.884955752,49.02,0.460418284,0.87104946,4
58,8,5.937260071,5.960636379,6.04,7,784834.32,0,0,0.439201325,0.86628914,4
73,10,6.418421361,6.514693952,8.67,8,242317.98,3.614457831,3627.132,0.286356837,0.8766255,4
93,10,7.050243365,7.252656229,20.535,11,342526.426,2.395209581,34043.259,0.295307249,0.8674083,4
49,9,5.733780795,5.809397528,38.41,7,316167.989,0,0,0.451182753,0.8703138,4
22,7,4.025366518,4.217796812,15.3,2,150514.546,1.923076923,40816.327,0.442695618,0.8819185,4
76,11,6.567229181,6.674995277,61.81,2,120631.491,2.586206897,64097.618,0.486576527,0.8711589,4
80,9,6.885784285,6.95419631,6.205,3,111840.9,0.793650794,2288.33,0.461944878,0.8732886,4
100,8,7.285319321,7.386960667,10.745,9,354827.445,2.247191011,230.741,0.326281458,0.8710208,4
44,6,5.508132026,5.515562597,30.47,7,421464.459,0,0,0.350834727,0.85949993,4
88,9,6.578594086,6.716350511,8.38,11,312971.238,2.290076336,11826.525,0.419060379,0.86019963,4
75,9,6.783385692,6.930060121,67.99,3,196217.475,2.272727273,4637.545,0.404058009,0.8652674,4
42,8,5.306884984,5.513813044,67.01,1,34195.013,7.142857143,16581.473,0.402362943,0.8847674,4
55,7,6.202152024,6.209453366,37.425,2,101130.86,0,0,0.486954033,0.87416965,4
33,6,5.247927513,5.209453366,19.8,4,2766044.444,0,0,0.37366128,0.86256135,4
59,8,6.337549685,6.445974133,3.79,1,41475.698,3.968253968,1135.807,0.418880075,0.8754378,4
193,12,8.140517289,8.172311794,173.555,19,758449.857,1.27388535,254.063,0.314497024,0.8674128,4
74,7,6.561864565,6.565824334,63.025,10,925404.361,0.943396226,49.02,0.511669993,0.86217344,4
61,8,6.171468485,6.275410096,61.955,4,559280.34,4.424778761,15012.543,0.414351225,0.8688008,4
21,8,5.341822894,5.523561956,3.65,2,262390.452,2.083333333,4672.897,0.667058885,0.88771206,4
68,8,6.427336418,6.573893518,59.83,8,486215.036,1,49.02,0.463512093,0.86406153,4
130,10,7.572268804,7.665198019,41.86,19,406994.462,2.262443439,4395.551,0.309776962,0.8664014,4
53,9,5.830873858,6.043596359,4.56,11,880280.043,3.529411765,4903.848,0.447156072,0.8667021,4
59,9,6.305012461,6.356497313,46.27,0,19560.868,1.136363636,61.728,0.457581371,0.8785732,9
66,10,6.591135423,6.708734932,18.11,4,198176.374,1.6,804.858,0.464895427,0.88307333,9
42,9,5.532835479,5.599357601,1.72,1,92257.062,0,0,0.464991599,0.8740016,9
60,10,6.436605434,6.485816618,47.3,6,1395849.851,2.150537634,55.374,0.447535604,0.876878,9
44,9,5.71875,5.786803733,34.71,0,30374.1,0,0,0.506669164,0.87814826,9
52,8,5.836591668,5.924395007,40.36,3,912523.793,0,0,0.399679452,0.8703279,9
45,8,5.881580488,5.886984713,32,1,63556.204,0,0,0.467292875,0.8784897,9
50,8,6.162056278,6.261099296,78.2,4,419273.738,6.293706294,9244.963,0.439300925,0.88410985,9
77,8,6.55553703,6.734857762,61.415,3,297839.86,1.62601626,480.469,0.416142493,0.8746513,9
73,9,6.525390607,6.617155789,15.24,3,87795.046,3.378378378,104822.914,0.411784261,0.8670534,9
26,8,5.07214016,5.087462841,19.24,1,307111.778,2.777777778,5747.126,0.601406634,0.87623817,9
68,11,6.424700377,6.500432303,75.19,5,361992.954,2.112676056,7216.526,0.433487266,0.8715323,9
34,7,5.428717724,5.473870278,39.4,0,40876.978,2.666666667,55.374,0.433877409,0.87994933,9
66,8,6.413977073,6.442943496,5.93,5,535691.932,0,0,0.485955626,0.87131894,9
56,8,5.9375,5.945533892,39.4,8,1030228.794,0,0,0.449346066,0.8605622,9
38,8,5.337175341,5.405422586,38.4,0,35540.119,2.898550725,601.553,0.431012511,0.8812278,9
53,7,5.841946432,5.974793427,39.745,2,66812.126,4.494382022,299.085,0.435000867,0.87892586,9
58,9,6.277801246,6.499556681,60.7,2,72259.27,3.448275862,2278.337,0.439220309,0.8808683,9
62,9,6.382944045,6.470338755,51.4,0,36082.111,2.857142857,86.226,0.452446163,0.88076466,9
62,8,6.341700788,6.460636811,51.755,0,43405.389,3.03030303,60842.156,0.407505751,0.8704715,9
18,5,4.56385619,4.584962501,14.755,0,40758.336,0,0,0.508681238,0.88204813,9
31,6,5.321928095,5.285402219,22.115,4,542788.506,0,0,0.324833959,0.86543214,9
47,8,5.940404018,5.976536952,35.105,2,388119.421,1.449275362,61.728,0.450800806,0.8847697,9
60,8,6.308059179,6.423223761,24.865,2,98644.438,3.875968992,3317.706,0.412085265,0.8804581,9
59,9,6.328995558,6.434964389,19.65,4,229608.636,3.03030303,525.155,0.438597709,0.87499577,9
56,9,6.095795255,6.09811591,45.64,2,999682.163,0,0,0.433540642,0.8739128,9
34,6,5.063095575,5.175649507,47.405,6,1181030.651,4.597701149,17873.123,0.466663271,0.8760288,9
47,7,5.778055907,5.813212552,41.735,4,437783.846,0,0,0.426806092,0.86421216,9
66,10,6.414152422,6.520104261,8.95,9,1253584.901,0.943396226,61.728,0.422787577,0.8693493,9
44,9,5.889680181,5.897950452,32.29,3,665974.203,1.587301587,49.02,0.53670001,0.87370205,9
51,9,6.001974698,6.126629167,54.145,0,63119.561,1.020408163,204081.633,0.431245774,0.8743909,9
49,8,5.838313455,5.889680181,35.225,0,37577.57,0,0,0.361709476,0.87335,9
49,9,5.921938246,5.930737338,30.615,0,61626.586,1.587301587,49.02,0.364464551,0.8753812,9
69,8,6.331297216,6.38321645,6.68,2,100455.089,0,0,0.403720737,0.87146586,9
49,8,6.058051077,6.06608919,36.85,7,967921.466,1.449275362,436.681,0.48549372,0.8683298,9
79,10,6.618607522,6.62385619,60.56,6,230926.382,0,0,0.42885825,0.8645065,9
43,7,5.513206429,5.606932167,45.05,3,246936.371,3.296703297,2580.733,0.470812023,0.8725953,9
39,7,5.53376454,5.737730982,6.51,3,283548.692,2.898550725,1829.722,0.46963802,0.8749573,9
17,6,4.349648913,4.459431619,6.6,1,122991.694,0,0,0.756903648,0.8983223,10
84,10,6.895551564,6.964067141,14.155,3,123543.711,2.75862069,301.253,0.431507409,0.8751226,10
81,12,6.72144013,6.761085408,7.37,4,182004.038,1.298701299,868.286,0.399404198,0.8702282,10
64,9,6.477451426,6.517538025,69.65,2,124516.091,3.623188406,287.228,0.467186689,0.8749287,10
73,9,6.21304139,6.341177392,95.535,4,75659.854,4.494382022,2159.215,0.452368051,0.8795112,10
76,9,6.322250221,6.403654624,84.19,14,2262553.855,1.408450704,37727.645,0.387288541,0.8658419,10
67,8,6.561864565,6.681208949,51.865,5,135988.616,0.943396226,104.712,0.480253935,0.8734126,10
65,9,6.273557262,6.357002637,66.57,2,69683.306,1.652892562,171.43,0.44439885,0.87557006,10
86,10,6.672425342,6.658211483,57.62,4,87075.424,0.970873786,49.02,0.456251413,0.871659,10
73,10,6.418421361,6.514693952,8.67,8,242317.98,3.614457831,3627.132,0.286356837,0.8766255,10
16,5,4.440636353,4.64385619,5.8,3,521375.688,3.703703704,4672.897,0.655522168,0.8907552,10
86,11,6.84495353,6.88155701,69.54,10,388279.395,0,0,0.444935322,0.868043,10
61,8,6.269962389,6.324105048,4.95,6,440481.721,1.052631579,2288.33,0.42575866,0.8727229,10
79,9,6.729283017,6.788005821,71.4,2,56504.333,1.418439716,98.474,0.439159453,0.876939,10
55,9,6.036238444,6.044394119,41.34,4,450613.971,0,0,0.467706859,0.8690109,10
61,10,6.430789611,6.436704346,52.445,2,192702.185,0,0,0.478363872,0.87169,10
70,8,6.400072578,6.518228216,88.04,2,188633.401,3.125,3908.931,0.403376132,0.8753353,10
94,10,6.864639388,7.003355806,107.32,7,232722.996,4.390243902,6531.301,0.419348747,0.8694354,10
61,9,6.211008831,6.359335574,6.92,8,603965.711,2.150537634,118.38,0.397668839,0.8724028,10
84,8,6.538636062,6.684535428,10.715,10,246670.363,4.225352113,556645.513,0.321406215,0.86712664,9
81,10,6.694912965,6.823699522,31.99,37,382053.337,8.239700375,396832.664,0.383012027,0.86415106,9
65,11,6.39790453,6.447408652,51.47,4,918880.624,1.086956522,398.406,0.459904015,0.8680996,9
75,8,6.483340866,6.781359714,6.69,4,392644.916,3.571428571,2144.852,0.417102784,0.86956936,9
57,9,6.193706615,6.244685054,43.55,5,1005229.297,2.298850575,16580.801,0.454294264,0.87240875,9
73,12,6.15611829,6.286790199,6.185,4,118893.791,1.886792453,5148.571,0.431159109,0.86956704,9
55,7,6.151950865,6.293874788,64.05,1,49545.488,1.754385965,552.356,0.400053024,0.87811524,9
60,10,6.332903486,6.524743812,53.25,1,80437.851,3.125,68672.99,0.417419791,0.8819022,9
36,8,5.305288682,5.585533251,47.385,2,416324.085,3.921568627,5468.659,0.42009142,0.88276196,9
90,13,6.989157401,7.100525098,7.375,2,61194.143,3.225806452,1336.428,0.468270004,0.870325,9
13,5,3.875,3.906890596,9.15,0,26725.803,0,0,0.469419211,0.875195,9
91,10,6.754510312,6.911285597,63.46,7,775334.226,2.255639098,5166.629,0.364418119,0.8702317,9
54,11,6.22639484,6.265775929,42.33,4,141337.165,1.204819277,223.714,0.455381602,0.8752191,9
77,11,6.55203355,6.862755274,23.22,5,203088.178,3.980099502,1853.264,0.428470045,0.8787006,9
101,11,7.122401426,7.208029005,11.29,6,143405.041,2.162162162,554.953,0.382346153,0.87261415,9
52,7,6.052691389,6.113649566,6.205,2,214559,0,0,0.397701412,0.86561996,9
105,10,6.931387291,6.995949934,88.99,2,63465.392,1.935483871,8638.866,0.449189037,0.8686986,9
70,10,6.390715909,6.434368873,10.22,2,611751.295,0.877192982,61.728,0.410138547,0.8743934,9
75,10,6.515055268,6.587275979,7.665,3,73665.537,2.586206897,571.476,0.427736789,0.87234694,9
48,8,5.893619814,5.955555748,41.925,2,306861.408,1.234567901,4784.689,0.416806281,0.8746663,9
45,8,5.584962501,5.554588852,22.2,2,60005.695,0,0,0.452519149,0.87402844,9
80,9,6.389753731,6.389937617,28.885,3,63262.261,0,0,0.427087009,0.8644035,9
71,12,6.567381212,6.638018408,68.46,7,473775.407,2.459016393,240.708,0.362047911,0.8750975,9
69,9,6.158443776,6.326103732,58.97,13,977554.111,3.738317757,1596.019,0.396149844,0.8636549,9
32,7,5.209453366,5.169925001,8.4,8,548316.966,0,0,0.542773426,0.86350596,9
46,11,5.747795907,5.796640126,41.535,2,137639.04,1.204819277,165.837,0.402464658,0.8745782,9
9,5,3.169925001,3,2.05,1,224371.308,0,0,0.766594648,0.88218755,9
77,8,6.475733431,6.459431619,53.1,9,424125.273,0,0,0.408253014,0.8584985,9
29,7,4.952694146,5.289752603,7.44,3,786258.299,7.894736842,18858.792,0.39699614,0.87009716,9
55,8,6.064869078,6.191701855,46.635,7,953237.362,1.204819277,49.02,0.44747293,0.8636719,9
134,11,7.560608019,7.648449706,10.825,25,1518372.334,3.007518797,170583.56,0.296854734,0.8649358,9
65,8,6.245462473,6.333161761,43.525,3,228073.689,1.19047619,251.256,0.418918461,0.8671798,9
54,8,5.895765725,6.048215042,52.1,4,241276.128,3.883495146,1201.697,0.39755556,0.8666118,9
66,10,6.097663964,6.148679488,62.415,3,68525.95,1.724137931,8726.516,0.395620495,0.8618891,9
36,8,5.522665867,5.668442256,29.36,2,125056.575,3.174603175,185.821,0.347038001,0.87705225,9
27,6,5.067490919,5.336318804,30.9,2,109733.148,3.636363636,2438.926,0.412734568,0.87778485,9
50,9,5.900711588,5.934611413,41.34,2,119369.342,1.408450704,194.932,0.487935305,0.86883205,9
45,8,5.600039914,5.694907213,31.545,3,1011268.197,1.754385965,25125.628,0.372498572,0.8598234,9
53,6,5.818753524,5.885129041,46.865,8,399114.258,0,0,0.421938032,0.8604464,9
27,7,4.873737788,5.393127173,22.4,1,85948.302,4.166666667,9935.71,0.366211206,0.862504,9
33,8,5.141009151,5.317671938,36.5,4,495300.026,5.357142857,28199.596,0.347433895,0.86429363,9
43,9,5.688786811,5.792296477,46.015,5,338278.862,1.333333333,70.922,0.409542114,0.8697398,9
53,8,5.924395007,6.043568731,36.415,10,516582.523,1.388888889,61.728,0.42383799,0.86011595,9
62,10,6.301307266,6.484996765,5.795,14,1384089.955,1.904761905,270.099,0.367719233,0.87053734,9
11,7,3.721611724,3.947702779,12.415,2,302468.634,0,0,0.530893803,0.868292,9
51,9,5.896928095,5.898717457,46.955,7,542247.168,0,0,0.401757866,0.8661288,9
72,9,6.312826115,6.352340756,58.495,5,116317.136,0.934579439,632.911,0.418254375,0.86741644,9
38,7,5.422329509,5.52385619,28.375,4,2159945.688,1.923076923,436.681,0.350116313,0.8737469,9
29,7,5.200102353,5.348965496,41.325,6,224987.793,7.692307692,420150.317,0.348678142,0.8739077,9
16,6,4.500717615,5.179087541,6.2,8,479293.055,6.557377049,421175.251,0.623363137,0.89599377,9
24,8,5.142664356,5.155399312,18.25,1,120728.209,0,0,0.367416501,0.87762296,9
63,9,6.441860574,6.469630874,52.1,7,1215755.803,0,0,0.410583138,0.8645792,9
17,6,4,3.906890596,3.655,1,240466.767,0,0,0.450966924,0.8521991,9
57,8,6.089971311,6.208132065,53.4,3,114572.593,4.255319149,17059.65,0.394742548,0.87259275,9
69,10,6.511743246,6.574386126,53.045,7,866047.512,2.884615385,89.29,0.450851381,0.86844933,9
36,7,5.563177895,5.754887502,28.23,12,391214.801,1.785714286,1381215.47,0.417426854,0.8602312,9
65,7,6.254832552,6.363966707,56.825,4,149272.126,2.173913043,269.608,0.419836521,0.8595089,9
78,8,6.409390936,6.392317423,28.695,23,4763959.526,0,0,0.344850391,0.8531268,9
50,7,5.798329342,5.896225993,4.535,5,358579.404,0,0,0.399429321,0.8642058,9
77,8,6.248911372,6.397627885,70.935,19,139905.941,1.57480315,0,0.391952038,0.8571358,9
94,10,6.159037659,6.381190711,99.995,27,1615804.836,4,4656104.78,0.399661958,0.86155933,9
34,4,5.108056901,5.39590592,42.93,40,5559708.581,2.105263158,3913506.929,0.409609169,0.8658757,9
46,8,5.750922586,5.939534288,50.205,0,10650.954,1.923076923,128.33,0.428092808,0.886367,9
38,9,5.678961871,5.964080511,40.95,4,272104.423,3.571428571,4768.74,0.403672308,0.87160736,9
210,12,8.252712541,8.30568768,42.52,74,2615929.27,2.209944751,34445.254,0.38870731,0.85584116,9
52,9,6.015806626,6.061356053,38.24,6,404653.093,1.388888889,689655.172,0.441547751,0.858156,9
27,7,4.886569246,5.211293211,4.945,1,66334.366,6.557377049,3525.568,0.420994461,0.8777095,9
83,10,6.755630613,6.913994506,39.31,32,2052814.845,4.371584699,351772.495,0.372087926,0.8629743,9
63,7,6.379753127,6.409390936,53.545,4,140969.478,0,0,0.447177351,0.86835086,9
49,9,5.76262917,5.837492001,43.67,1,122268.249,1.219512195,892.857,0.407251269,0.8664115,9
49,9,5.825164052,5.865163567,32.05,0,31548.547,0,0,0.36804232,0.87211883,9
62,9,6.171875,6.201283112,70.825,8,229780.459,0.775193798,467.29,0.454815745,0.86418205,9
49,9,5.717850465,5.727920455,34.505,9,1855281.372,0,0,0.320448816,0.85271186,9
12,5,3.906890596,3.807354922,4.05,2,813414.313,0,0,0.741771936,0.8943901,9
42,7,5.601409766,5.870059487,34.505,0,21689.631,1.538461538,257.069,0.382276893,0.8778702,9
49,8,5.927327303,6.044350097,46.7,10,1279823.75,0.970873786,49.02,0.439015508,0.8751746,9
40,7,5.475094357,5.536825832,3.665,2,394222.287,1.315789474,61.728,0.417133033,0.87231207,9
69,10,6.266786541,6.247927513,17.215,4,864366.177,0,0,0.369659156,0.85726357,9
60,7,6.180569593,6.377701086,65.61,6,180436.83,2.608695652,789891.061,0.407572448,0.8654753,9
35,8,5.800554385,5.976536952,33.675,0,39436.615,4.347826087,406.83,0.38007611,0.879827,9
50,10,6.054092466,6.290067581,52.4,3,178476.81,5.161290323,2375.327,0.438826859,0.87688994,9
55,8,5.84603465,5.871914053,58.55,15,1797392.363,1,104.712,0.406938344,0.8709767,9
82,9,6.545022594,6.600469747,66.45,8,873750.251,0.925925926,11481.056,0.386829048,0.8696438,9
43,9,5.910992253,5.946686205,36.615,7,778343.135,0,0,0.425945401,0.86940944,9
76,9,6.561011734,6.649831579,67.83,4,95943.024,0,0,0.416697711,0.8705548,9
49,8,5.635890469,6.185619101,17.48,14,1800200.801,2.777777778,17986.745,0.443163693,0.87738633,9
46,7,5.844430474,5.872492144,54.395,8,437193.062,2.105263158,957.986,0.414831012,0.8685547,9
43,9,5.642394275,5.68534628,34.675,11,2220985.967,0,0,0.360624492,0.8732446,9
32,6,5.349196208,5.446743479,31.1,4,1362139.835,0,0,0.431159377,0.85812366,9
93,11,6.875294638,7.075450404,88.99,6,225264.454,3.614457831,12572.437,0.42093122,0.87076294,9
63,9,6.190069933,6.216962429,49.965,3,552141.117,0,0,0.392549902,0.86212,9
30,6,5.155399312,5.169925001,18.85,2,1302726.026,0,0,0.490087718,0.871991,9
61,10,6.273269804,6.302750275,47.595,1,75419.218,0,0,0.386423767,0.87019557,9
57,11,6.020925642,6.198690488,44.26,3,192905.65,2.325581395,83163.838,0.426904619,0.86213964,9
44,7,5.554588852,5.523561956,35.07,14,5127757.849,0,0,0.393612564,0.85732687,9
69,9,6.472268804,6.548000839,32.65,12,1600636.442,1.801801802,269.608,0.408507079,0.86016506,9
42,7,5.794512554,6.002378286,47.265,4,257305.086,2.325581395,10329.71,0.431924909,0.8703911,9
52,9,6.028055907,6.126565558,42.535,4,251624.611,1.234567901,49.02,0.408355117,0.8683159,9
39,6,5.423251797,5.622179941,4.805,1,109803.645,0,0,0.366567433,0.86485577,9
42,9,5.876640399,5.969815782,45.84,16,3080338.103,0,0,0.4538351,0.8599593,9
16,6,4,3.906890596,10.95,3,2576025.699,0,0,0.572808862,0.87134194,9
33,8,5.288687382,5.409771663,31.08,5,481741.201,0,0,0.362181067,0.86640215,9
92,11,6.790661135,6.840305898,88.375,18,1165228.932,1.290322581,3546123.801,0.322028369,0.86397284,9
35,7,5.130915395,5.180451391,16.1,1,119550.65,0,0,0.450367123,0.8713585,9
52,8,6.209431619,6.350989473,48.97,1,69344.121,0,0,0.422021359,0.87271124,9
62,7,6.08655895,6.179060729,54.49,5,322622.348,0,0,0.452263325,0.85975486,9
86,10,6.897914844,6.965784285,71.065,12,1242803.985,2.362204724,229.375,0.424010068,0.8658261,9
80,11,6.561125433,6.614709844,52.65,6,677393.469,0,0,0.431840539,0.8634085,9
50,8,5.744996077,5.754887502,36.23,3,289757.652,0,0,0.344640732,0.8606,9
12,4,3.794653474,3.969815782,6.2,3,281979.937,0,0,0.73186785,0.8962849,9
35,7,4.988688422,5.714075319,48.765,12,801190.812,2.173913043,397.352,0.53006351,0.8843708,9
39,9,5.426264755,5.392317423,30.22,7,781337.794,0,0,0.467800885,0.8596543,9
48,10,5.95851365,5.980083695,48.45,2,96684.899,1.063829787,49.02,0.452309757,0.87282,9
61,9,6.343415219,6.537134721,57.7,5,297643.304,3.50877193,8307.854,0.393821836,0.8687745,9
44,9,5.853929204,6.063408438,3.05,5,176925.374,3.370786517,2911.573,0.44242835,0.8749319,3
34,10,5.754696504,5.960127444,55.6,0,13377.647,4.504504505,2270.794,0.500332534,0.88746256,3
85,9,6.607789582,6.664497779,23.66,7,428807.471,1.754385965,992.334,0.44709149,0.8594018,3
63,10,6.47214016,6.543401504,6.93,11,1393757.808,4.964539007,21021.045,0.43094936,0.86627555,3
57,10,6.114028492,6.381379952,58.62,9,1294814.12,3.2,342.467,0.434069246,0.87285304,3
53,6,5.741995101,5.945173753,92.04,8,289153.45,4.142011834,31143.927,0.411433041,0.8695106,3
59,9,6.016687656,6.059553668,45.175,4,279642.739,0,0,0.503225744,0.8668719,3
43,9,5.890968125,6.190096217,7.245,9,854098.212,6.504065041,1061.394,0.458167642,0.88251966,3
54,7,5.760061017,6.194293248,12.485,13,487969.255,4.430379747,31935.263,0.336309075,0.87798566,3
58,9,6.49591203,6.567229181,60.9,2,108297.6,1.709401709,98.474,0.412636787,0.87388617,3
91,10,6.851719131,6.950946591,127.495,6,166452.848,3.167420814,15720.203,0.305954099,0.8726044,3
54,9,6.02159838,6.224327979,51.51,8,2595767.987,1.123595506,2631.579,0.423703283,0.87019974,3
60,10,6.319235678,6.456646266,54.545,8,1843038.788,0,0,0.419192076,0.8706005,3
62,8,6.227831381,6.234120168,53.78,22,3045019.861,0,0,0.520787835,0.8570603,3
67,9,6.487983137,6.697748465,72.26,5,597693.815,1.62601626,1309.857,0.444960058,0.8713152,3
58,9,5.964524063,6.130142073,68.03,6,514480.115,5.217391304,10294.312,0.434744179,0.87347704,3
50,8,6.280765764,6.736253582,80.35,4,272344.099,5.844155844,1692.853,0.478428155,0.8784213,3
73,9,6.471852701,6.558675729,74.465,25,3583322.44,1.01010101,100000,0.351865023,0.8580018,3
85,10,6.65781478,6.744536656,24.675,10,580860.842,2.564102564,252728.982,0.408301473,0.8636389,3
44,9,5.854582065,5.95515342,61.75,5,502177.689,3.773584906,5039.683,0.416304797,0.8691265,3
41,8,5.835178849,6.035276898,38.6,5,1277570.384,3.75,4759.342,0.430692047,0.87224185,3
79,10,6.671316681,6.695197899,63.975,6,253125.666,0,0,0.412550241,0.868344,3
98,11,7.001870464,7.094744713,8.94,31,2494183.24,1.639344262,34328.586,0.438718379,0.8595467,3
57,8,6.217031143,6.294740241,33.4,6,1210761.043,3.90625,1624.33,0.453620553,0.8727239,3
51,7,6.033020307,6.247927513,7.225,8,544662.157,0,0,0.462237179,0.8601101,3
60,10,6.026295229,6.027613437,54.685,4,367757.746,0,0,0.421582073,0.87391394,3
48,7,5.897724188,6.241067604,72.86,1,32313.758,7.462686567,13265.09,0.449345529,0.8784135,3
66,12,6.302750275,6.333161761,54.745,12,384080.409,0,0,0.467689276,0.8646383,3
50,8,5.703061851,5.75,37.615,7,292058.541,1.515151515,61.728,0.480488271,0.86306256,3
41,10,5.783150181,6.032877701,5.29,3,83478.104,3,549.137,0.484528989,0.8777483,3
50,10,6.089083106,6.255803409,11.315,3,510897.329,4.347826087,16614.813,0.416203529,0.8725525,3
56,8,6,5.977279923,44.085,14,2037706.724,0,0,0.52915889,0.85260844,3
68,9,6.314438108,6.432144437,56.515,4,227859.509,1.041666667,2341.92,0.411539525,0.87670135,3
57,9,6.212492001,6.278464292,3.155,10,2315720.082,1.234567901,16977.929,0.451738775,0.8683295,3
31,6,4.947739831,5.143693303,37.64,3,326819.903,3.389830508,93354.968,0.479135394,0.8654525,3
61,9,6.24163069,6.361359544,19.175,7,841361.248,1.324503311,8008.755,0.290304512,0.86931634,3
66,10,6.350881661,6.428400135,56.885,11,1653934.512,0,0,0.416682303,0.86481994,3
76,9,6.537134721,6.60063411,70.195,15,898603.486,0,0,0.453302681,0.8566274,3
70,7,6.247927513,6.22881869,5.905,14,2931206.302,0,0,0.438205749,0.8550397,3
70,11,6.458344565,6.485816618,18.08,10,786814.317,1.075268817,49.02,0.438340634,0.86010504,3
44,8,6.000743801,6.319324099,6.675,5,776260.993,3.370786517,2826.966,0.52730757,0.88012093,3
62,9,6.459431619,6.442943496,11.265,8,1049818.88,1.123595506,436.681,0.409959048,0.8686898,3
60,6,6.195295934,6.22881869,47.98,9,621444.562,0,0,0.322987854,0.86599886,3
39,8,5.471377583,5.603586383,37.01,5,470204.264,0,0,0.358105183,0.8664174,3
67,9,6.504004942,6.539158811,49.365,5,229040.428,1.052631579,49.02,0.431949914,0.86746395,3
88,10,6.762796355,6.791180475,71.66,10,874418.37,1.724137931,2207.916,0.459613353,0.8594299,3
48,9,5.929319687,5.993805372,4.87,5,407417.632,2.53164557,9992.497,0.473689795,0.87223744,3
73,12,6.704589074,6.751579042,60.76,8,492471.054,1.769911504,136.367,0.499839693,0.8696705,3
69,7,6.301808106,6.479158805,91.955,5,284596.799,4.191616766,6940.268,0.345762968,0.87403995,3
65,7,6.448205873,6.496148058,9.95,14,2646651.381,0,0,0.465656936,0.86261886,3
46,8,5.959406375,6.10088416,40.155,4,80804.859,4.705882353,26657.628,0.430862069,0.8732134,3
85,10,6.628258335,6.698332875,84.96,5,137595.253,0.689655172,490.196,0.413024843,0.8679807,3
83,11,6.565460173,6.669990632,85.385,13,1279925.915,2.255639098,4426.596,0.431200802,0.8568099,3
56,8,6.16875844,6.326326317,69.335,6,324777.628,1.98019802,240.392,0.4621301,0.86803955,3
67,10,6.404686007,6.582124801,7.47,7,1456795.545,3.731343284,3600.748,0.460550129,0.8753187,3
32,10,5.490450623,5.606739354,2.07,3,152995.361,0,0,0.359462559,0.86644953,3
57,10,6.135339755,6.194512554,51.315,9,904582.336,0,0,0.419200957,0.86364996,3
46,8,5.935419228,6.014091089,43.705,5,2822961.631,0,0,0.464209944,0.87146616,3
62,9,6.028611342,6.343965416,70.335,11,1446732.304,2.654867257,286.826,0.414237916,0.8656512,3
62,9,6.006161887,6.216962429,45.595,3,193198.086,2.272727273,1052.927,0.46194312,0.8771384,3
33,7,5.284020728,5.71203799,57.1,7,704798.477,3.883495146,31739.566,0.421482682,0.87621284,3
